hour,actual_next_hour_avg_fee,predicted_next_hour_avg_fee,error,absolute_error,model_name
2026-05-03T18:00:00Z,431604.7560362173,1048882.7717618325,-617278.0157256152,617278.0157256152,ridge_alpha_10
2026-05-03T19:00:00Z,458374.507,1006787.2574924139,-548412.7504924139,548412.7504924139,ridge_alpha_10
2026-05-03T20:00:00Z,519155.2957957958,1040233.2871149265,-521077.9913191307,521077.9913191307,ridge_alpha_10
2026-05-03T21:00:00Z,529263.286,1216971.2590089526,-687707.9730089527,687707.9730089527,ridge_alpha_10
2026-05-03T22:00:00Z,498663.959,1171440.1664598552,-672776.2074598551,672776.2074598551,ridge_alpha_10
2026-05-03T23:00:00Z,543587.26,1182603.3304421427,-639016.0704421427,639016.0704421427,ridge_alpha_10
2026-05-04T00:00:00Z,511846.031,1267450.9760901632,-755604.9450901633,755604.9450901633,ridge_alpha_10
2026-05-04T01:00:00Z,524325.798,1209745.918809656,-685420.1208096561,685420.1208096561,ridge_alpha_10
2026-05-04T02:00:00Z,448938.842,1258634.7765623126,-809695.9345623127,809695.9345623127,ridge_alpha_10
2026-05-04T03:00:00Z,503161.113,1224956.1645492655,-721795.0515492655,721795.0515492655,ridge_alpha_10
2026-05-04T04:00:00Z,474935.646,1214981.33464551,-740045.68864551,740045.68864551,ridge_alpha_10
2026-05-04T05:00:00Z,505950.192,1124530.2621168965,-618580.0701168964,618580.0701168964,ridge_alpha_10
2026-05-04T06:00:00Z,445735.2637418053,1202583.6410087368,-756848.3772669316,756848.3772669316,ridge_alpha_10
2026-05-04T07:00:00Z,553050.214,1201538.7274711684,-648488.5134711683,648488.5134711683,ridge_alpha_10
